기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202407,20240718,15,13,CD002472,51000,1,0,5000000,13,0,,,4,2,00,C,2302,2,1,0,0,31,30,00,02,A,313.0,1,24.0,ST000136,2020000.0
202409,20240924,16,19,CD002192,9000,1,0,10000000,03,0,,,6,1,00,C,2301,2,1,0,0,32,30,00,02,A,357.0,1,24.0,ST000070,1868000.0
202409,20240901,1,12,CD001641,4000,1,0,10000000,06,0,,,4,1,00,C,5201,2,1,0,0,31,30,00,06,A,345.0,1,24.0,ST000039,2408000.0
202408,20240803,5,12,CD001175,9000,1,1,1000000,,0,,,4,1,00,Q,5462,0,,,,32,30,_,03,A,6737.0,1,0.0,ST011125,1692000.0
202408,20240821,50,09,CD002099,49000,1,0,1000000,10,0,,,5,2,00,C,5202,1,1,0,0,32,30,00,02,A,36.0,1,24.0,ST000063,1819000.0
202409,20240904,2,12,CD001714,9000,1,0,1000000,01,0,,,6,1,00,C,5202,1,1,0,0,32,30,00,01,A,44.0,1,24.0,ST000184,984000.0
202407,20240716,39,15,CD000307,4000,1,0,0,11,0,,,2,1,10,C,5102,2,2,0,0,32,30,00,02,A,355.0,1,24.0,ST000012,2281000.0
202408,20240802,3,20,CD001239,9000,1,0,5000000,07,0,,,6,2,00,C,6701,2,2,0,0,32,30,00,03,A,8785.0,1,24.0,ST000340,56046724000.0
202407,20240707,22,17,CD001099,51000,1,0,5000000,10,0,,,3,1,00,C,6601,2,1,0,0,32,30,00,03,A,47.0,1,24.0,ST000127,3087077000.0
202407,20240727,10,10,CD002107,8000,1,0,10000000,13,0,,,7,1,00,C,4206,2,1,0,0,31,30,00,02,A,52.0,1,24.0,ST001821,1692000.0
202407,20240701,1,17,CD001351,4000,1,0,5000000,14,0,,,6,2,00,C,5202,1,1,0,0,32,30,00,01,A,49.0,1,24.0,ST000633,10218000.0
202408,20240829,37,15,CD001764,9000,1,0,1000000,11,0,,,3,2,00,C,2103,2,1,0,0,32,30,00,03,A,7265.0,1,24.0,ST000587,426989000.0
202409,20240903,6,15,CD000682,4000,1,0,5000000,09,0,,,6,2,00,C,3101,1,2,0,0,31,30,00,02,A,1574.0,1,24.0,ST003843,487045000.0
202407,20240701,1,17,CD002110,50000,1,0,1000000,09,1,09,"전월 매출 규모가 상대적으로 작은 가맹점에서 반복적인 일시불 결제가 발생하여, 현금융통(카드깡 등) 이상 거래 의심
7인 고객이 전월 매출 건수가 5793.0건인 가맹점에서 17시에 할부로 결제",7,2,01,C,5601,2,2,0,0,32,30,00,03,B,5793.0,1,24.0,ST000183,302949000.0
202408,20240817,27,13,CD001652,4000,1,0,5000000,02,0,,,5,1,00,C,9303,1,1,0,0,32,30,00,03,A,398.0,1,24.0,ST000758,2526000.0
202407,20240723,62,09,CD000858,9000,1,0,5000000,03,0,,,3,2,00,C,5102,2,2,0,0,33,30,00,03,A,1385.0,1,24.0,ST000163,10053000.0
202409,20240922,9,21,CD000880,1652000,1,0,5000000,17,1,03,"최근 거래 패턴에 비해 결제 금액이 급격히 증가하였고, 신규 가맹점에서 이루어진 거래로, 카드 위변조 이상거래 의심
최근 사용한 금액이 100만원 이상 증가한 고객이 신규 가맹점에서 국내 일시불로 결제",3,1,00,C,2301,2,1,0,0,31,30,00,04,A,353.0,1,24.0,ST000960,2137000.0
202407,20240709,7,20,CD000132,4000,1,0,10000000,16,0,,,5,2,00,C,5202,1,1,0,0,33,30,00,02,A,63.0,1,24.0,ST000395,1621000.0
202407,20240712,21,13,CD000408,9000,1,0,0,09,0,,,7,1,00,C,4402,2,1,0,0,32,30,00,02,A,344.0,1,24.0,ST000009,1964000.0
202409,20240920,52,12,CD000375,4000,1,0,5000000,16,0,,,4,1,00,C,2104,2,1,0,0,31,30,00,03,A,347.0,1,24.0,ST000759,1640000.0
202408,20240820,49,16,CD000940,4000,1,0,5000000,02,0,,,3,2,00,C,2105,1,1,0,0,31,30,00,02,A,275.0,1,24.0,ST000400,1384000.0
202407,20240715,35,11,CD000077,9000,1,0,10000000,01,0,,,4,1,00,C,3302,2,1,0,0,32,30,00,03,A,7910.0,1,24.0,ST004515,1877000.0
202407,20240731,50,11,CD001816,8000,1,0,10000000,14,0,,,4,1,00,C,2301,2,1,0,0,32,30,00,03,A,59.0,1,24.0,ST000299,1770000.0
202407,20240721,29,15,CD000279,10000,1,0,1000000,09,0,,,2,2,10,C,6303,3,2,0,0,33,30,00,02,A,47473.0,1,24.0,ST000718,3388868000.0
202408,20240806,8,15,CD000293,9000,1,0,5000000,01,0,,,4,2,00,C,2104,2,2,0,0,32,30,00,02,A,10206.0,1,24.0,ST001739,545297000.0
202409,20240917,12,12,CD002564,9000,1,0,10000000,08,0,,,4,1,00,C,5101,2,2,0,0,32,30,00,03,A,1150.0,1,24.0,ST000951,406169000.0
202407,20240703,15,11,CD000216,9000,1,0,10000000,02,0,,,2,1,00,C,5501,2,2,0,0,32,30,00,02,A,9048.0,1,24.0,ST000243,559843000.0
202407,20240721,62,09,CD000240,99000,1,0,10000000,13,0,,,3,1,00,C,5206,1,1,0,0,46,30,00,01,A,1445.0,1,24.0,ST000103,12304000.0
202408,20240827,67,11,CD000628,102000,1,0,10000000,08,0,,,4,1,10,C,5204,2,2,0,0,31,30,00,03,A,8423.0,1,24.0,ST002377,430887000.0
202407,20240715,6,14,CD001360,19000,1,0,5000000,09,0,,,6,1,00,C,9206,2,2,0,0,33,30,05,02,A,44355.0,1,24.0,ST000765,3731775000.0
202409,20240910,11,15,CD000702,93000,1,0,5000000,16,0,,,4,1,00,C,7204,2,1,0,0,31,30,00,03,A,334.0,1,24.0,ST003900,1997000.0
202407,20240717,30,18,CD000545,1000,1,0,10000000,02,0,,,3,1,00,C,5507,2,2,0,0,31,30,00,01,A,171795.0,1,24.0,ST000579,456641000.0
202407,20240709,18,17,CD000650,4000,1,0,5000000,02,0,,,2,1,00,C,4402,1,1,0,0,32,30,00,03,A,376.0,1,24.0,ST000573,2568000.0
202407,20240703,10,20,CD002473,9000,1,0,10000000,02,0,,,4,2,00,C,6601,3,2,0,0,32,30,00,02,A,382.0,1,24.0,ST005954,2324000.0
202408,20240801,1,11,CD000707,9000,1,0,10000000,11,0,,,4,1,00,C,5102,1,2,0,0,32,30,00,01,A,38.0,1,24.0,ST000752,1427000.0
202409,20240919,22,18,CD000646,4000,2,0,0,09,0,,,9,_,00,C,6601,2,1,0,0,32,30,00,02,A,367.0,4,24.0,ST000061,2194000.0
202409,20240925,42,13,CD002435,8000,1,0,1000000,06,0,,,3,2,00,C,5201,2,2,0,0,32,30,00,03,A,64.0,1,24.0,ST001212,1906000.0
202409,20240928,31,18,CD001912,8000,1,0,10000000,09,0,,,4,2,00,C,5202,1,2,0,0,32,30,00,04,A,382.0,1,24.0,ST000705,11576000.0
202407,20240702,7,11,CD001086,9000,1,0,5000000,07,0,,,5,1,00,C,1301,2,1,0,0,33,30,00,04,A,358.0,1,24.0,ST001881,1832000.0
202409,20240913,28,16,CD000303,4000,1,0,0,15,0,,,5,1,10,C,1602,2,1,0,0,32,30,00,03,A,1342.0,1,24.0,ST000235,1895000.0
202408,20240807,21,16,CD002430,4000,1,0,10000000,11,0,,,3,2,00,C,1401,2,1,0,0,32,30,00,03,A,330.0,1,18.0,ST000771,1839000.0
202407,20240727,104,18,CD000628,8000,1,0,5000000,01,0,,,4,1,00,C,5202,1,1,0,0,32,30,00,03,A,370.0,1,24.0,ST000184,2045000.0
202409,20240906,3,18,CD000092,8000,1,0,10000000,07,0,,,6,2,00,C,1501,2,1,0,0,32,30,00,02,A,1535180.0,1,24.0,ST000490,420577000.0
202408,20240807,21,10,CD000240,19000,1,0,10000000,13,0,,,3,1,00,C,1602,2,1,0,0,30,30,00,01,A,1433.0,1,24.0,ST000949,12128000.0
202407,20240723,75,15,CD002183,9000,1,0,1000000,02,0,,,3,1,00,C,8202,2,2,0,0,32,30,00,02,A,355.0,1,18.0,ST002655,1389000.0
202408,20240813,14,17,CD000369,1728000,2,0,0,16,1,03,"최근 거래 패턴에 비해 결제 금액이 급격히 증가하였고, 신규 가맹점에서 이루어진 거래로, 카드 위변조 이상거래 의심
최근 사용한 금액이 100만원 이상 증가한 고객이 신규 가맹점에서 국내 일시불로 결제",9,_,00,C,2307,2,1,0,0,32,30,00,03,A,42.0,5,24.0,ST000940,1429000.0
202407,20240723,63,12,CD000417,8000,1,0,5000000,02,0,,,4,2,00,C,5501,2,2,0,0,32,30,05,02,A,1548035.0,1,24.0,ST000243,438587000.0
202407,20240718,61,18,CD002429,20000,1,0,10000000,16,0,,,4,1,00,C,2105,2,1,0,0,32,30,00,03,A,57.0,1,24.0,ST000836,1697000.0
202408,20240828,65,18,CD001949,9000,1,0,0,07,0,,,3,1,10,C,2307,2,1,0,0,32,30,00,03,A,1334.0,1,24.0,ST000462,11695000.0
202408,20240801,1,14,CD000391,4000,1,0,5000000,09,0,,,6,2,10,C,5202,2,2,0,0,33,30,00,02,A,1350.0,1,24.0,ST000430,13301000.0
202408,20240818,44,12,CD000003,9000,1,0,1000000,15,0,,,4,1,10,C,6702,2,1,0,0,32,30,00,03,A,43.0,1,24.0,ST003641,1397000.0
202409,20240930,74,08,CD000472,19000,1,0,10000000,02,0,,,4,2,00,C,5101,2,2,0,0,35,30,05,03,A,8249.0,1,24.0,ST001368,362335000.0
202409,20240921,15,13,CD000760,4000,1,0,10000000,09,0,,,3,1,00,Q,5503,1,2,0,0,32,2,_,03,A,48722.0,1,0.0,ST000014,349480000.0
202408,20240824,79,11,CD000172,4000,1,0,1000000,02,0,,,2,2,00,C,5507,2,2,0,0,32,30,00,04,A,158498.0,1,24.0,ST000579,3490499000.0
202409,20240930,33,17,CD001097,10000,2,0,0,05,0,,,9,_,00,C,8102,2,1,0,0,32,30,00,03,A,64.0,5,24.0,ST003156,1724000.0
202407,20240721,56,19,CD002037,48000,1,0,10000000,14,0,,,4,1,00,C,2502,2,1,0,0,31,30,00,02,A,6005.0,1,24.0,ST001047,345911000.0
202409,20240904,7,15,CD002189,8000,1,0,10000000,04,0,,,4,1,00,C,5206,2,1,0,0,33,30,00,01,A,60.0,1,24.0,ST000309,1615000.0
202408,20240806,33,16,CD001286,9000,1,0,10000000,09,0,,,3,1,00,C,5101,3,2,0,0,32,30,00,03,A,370.0,1,24.0,ST000078,2418000.0
202409,20240912,14,12,CD002173,8000,1,0,10000000,16,0,,,4,2,10,C,2105,2,1,0,0,31,30,00,02,A,357.0,1,24.0,ST000836,2250000.0
202408,20240827,18,14,CD002435,19000,1,0,10000000,14,0,,,3,2,00,C,2502,1,1,0,0,32,30,00,03,A,70.0,1,24.0,ST001650,1793000.0
202408,20240804,4,14,CD002507,9000,1,0,10000000,11,0,,,3,2,00,C,6701,1,2,0,0,31,30,00,02,A,325.0,1,24.0,ST000801,1697000.0
