기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202412,20241225,74,08,CD000888,4000,1,0,10000000,10,0,,,4,1,00,C,5202,2,1,0,0,32,30,00,03,A,7928.0,1,24.0,ST000289,1955000.0
202412,20241217,26,17,CD001406,1000,1,0,10000000,02,0,,,2,2,00,C,5507,2,2,0,0,32,30,00,02,A,42032.0,1,24.0,ST000579,365548000.0
202410,20241030,94,09,CD002565,4000,1,0,5000000,09,0,,,4,1,00,C,5202,1,2,0,0,32,30,00,03,A,1341.0,1,24.0,ST000705,9893000.0
202412,20241204,4,13,CD002262,8000,1,0,10000000,13,0,,,3,2,10,C,5206,1,1,0,0,30,30,00,02,A,1475.0,1,24.0,ST000103,11291000.0
202412,20241219,17,17,CD000586,4000,1,0,10000000,08,0,,,5,2,00,C,8115,2,1,0,0,33,30,00,02,A,299.0,1,24.0,ST001012,8260000.0
202410,20241004,8,09,CD002531,8000,1,0,0,14,0,,,3,1,10,C,5201,2,1,0,0,31,30,00,02,A,281.0,1,24.0,ST000124,1405000.0
202412,20241212,21,11,CD002224,18000,1,0,10000000,10,0,,,3,2,00,C,4402,2,1,0,0,32,30,00,03,A,63.0,1,24.0,ST000232,1812000.0
202412,20241219,41,20,CD000547,53000,2,0,0,04,0,,,9,_,00,C,5201,2,1,0,0,31,30,00,02,A,46.0,4,24.0,ST000146,1172000.0
202411,20241116,20,09,CD000496,9000,1,0,10000000,13,0,,,5,1,00,C,2302,2,1,0,0,32,30,00,02,A,347.0,1,24.0,ST000136,1940000.0
202411,20241102,3,08,CD000656,8000,1,0,10000000,09,0,,,2,2,10,C,5503,2,2,0,1,46,30,00,03,A,47152.0,1,30.0,ST000228,4061264000.0
202411,20241107,15,22,CD000037,19000,2,0,0,09,0,,,9,_,00,C,6302,2,2,0,0,31,30,05,03,A,7230.0,5,3.0,ST000100,381199000.0
202410,20241025,51,20,CD001695,4000,1,0,10000000,09,0,,,4,1,00,C,5201,2,1,0,0,31,30,00,01,A,337.0,2,24.0,ST000026,2176000.0
