기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202402,20240227,15,18,CD001672,8000,1,0,5000000,03,0,,,5,1,00,C,5202,2,1,0,0,32,30,00,03,A,37.0,1,24.0,ST000045,995000.0
202402,20240202,4,15,CD000332,8000,1,0,1000000,09,0,,,2,2,00,C,5102,2,2,0,0,32,30,00,02,A,374.0,1,24.0,ST000020,1945000.0
202403,20240323,8,11,CD000593,17000,1,0,5000000,09,0,,,5,1,00,C,9102,2,2,0,0,31,30,00,03,A,7933.0,1,24.0,ST000129,427128000.0
202403,20240302,2,15,CD000241,50000,2,0,0,12,0,,,9,_,00,C,3504,2,2,0,0,32,30,05,03,A,56.0,4,24.0,ST006207,1676000.0
202401,20240113,21,18,CD000579,8000,1,0,10000000,05,0,,,3,1,00,C,2501,1,1,0,0,32,30,00,02,A,364.0,1,24.0,ST001442,1707000.0
202402,20240221,1,13,CD001539,9000,1,0,10000000,13,0,,,5,1,00,C,2501,2,1,0,0,32,30,00,03,A,65.0,1,24.0,ST000204,11827000.0
202403,20240304,46,17,CD001019,4000,1,0,10000000,02,0,,,3,1,00,C,5202,1,1,0,0,32,30,00,02,A,244.0,1,24.0,ST000022,1130000.0
202402,20240203,1,20,CD002365,9000,1,0,1000000,02,0,,,4,2,00,C,6701,1,1,0,0,39,30,00,02,A,354.0,1,24.0,ST000681,13441000.0
202401,20240102,4,17,CD000336,8000,1,0,10000000,11,0,,,3,1,00,C,6601,2,2,0,0,32,30,00,03,A,1254.0,1,24.0,ST001754,10575000.0
202402,20240211,23,15,CD000455,9000,1,0,1000000,08,0,,,4,1,00,C,6701,0,_,0,0,33,30,00,01,A,69.0,1,24.0,ST001404,1734000.0
