기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202107,20210701,55,21,CD000193,9000,1,0,10000000,14,0,,,5,1,00,C,6602,2,1,0,0,32,30,00,04,A,58.0,2,3.0,ST004570,1516000.0
202107,20210721,54,15,CD001039,9000,1,0,1000000,16,0,,,5,1,00,C,1301,1,1,0,0,32,30,00,03,A,61.0,1,24.0,ST001858,1867000.0
202108,20210811,23,10,CD000648,102000,1,0,10000000,09,0,,,4,1,00,C,5502,3,2,0,0,33,30,05,03,A,67.0,1,24.0,ST000350,2181000.0
202107,20210712,3,10,CD001961,20000,1,0,5000000,17,0,,,4,2,00,C,5201,2,1,0,0,34,30,00,05,A,356.0,1,24.0,ST001553,12105000.0
202108,20210801,11,11,CD001186,8000,1,0,5000000,02,0,,,4,2,00,C,4402,2,1,1,0,32,30,00,02,A,364.0,1,24.0,ST000559,1795000.0
202107,20210730,4,18,CD001279,8000,1,0,0,02,0,,,4,2,00,C,2502,2,1,0,0,32,30,00,03,A,8847.0,1,24.0,ST000130,1960000.0
202107,20210730,21,16,CD001351,1610000,1,0,5000000,09,0,,,6,2,00,C,9206,2,2,0,1,33,30,00,01,A,6626.0,1,24.0,ST005072,1708000.0
202107,20210710,6,13,CD001820,9000,1,0,5000000,02,0,,,5,2,00,C,2103,2,1,0,0,32,30,00,02,A,1463.0,1,24.0,ST000279,11760000.0
202107,20210720,16,09,CD001223,8000,1,0,10000000,03,0,,,5,2,00,C,4201,2,1,0,0,35,30,00,02,A,1247.0,1,24.0,ST000528,1792000.0
202109,20210917,35,12,CD000566,9000,1,0,0,11,0,,,3,2,10,C,4202,2,1,0,0,32,30,00,02,A,9589.0,1,24.0,ST002536,483569000.0
