기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202205,20220531,17,15,CD000828,9000,1,0,0,16,0,,,4,2,10,C,5201,2,_,0,0,32,30,00,03,A,370.0,1,24.0,ST002847,1778000.0
202205,20220512,33,14,CD000269,4000,1,0,5000000,13,0,,,3,1,10,C,6601,2,_,0,0,32,30,00,06,A,37.0,1,24.0,ST001191,1288000.0
202204,20220402,3,11,CD000229,4000,1,0,10000000,09,0,,,2,1,10,C,6302,1,2,0,0,33,30,05,02,A,0.0,1,3.0,ST001476,1116000.0
202204,20220409,17,18,CD000265,9000,1,0,10000000,09,0,,,5,1,00,C,5101,1,_,0,0,31,30,00,03,A,348.0,1,24.0,ST005199,12157000.0
202204,20220402,2,18,CD001876,9000,2,0,0,07,0,,,9,_,00,C,4215,1,1,0,0,32,30,00,02,A,8139.0,5,24.0,ST001019,469626000.0
202204,20220427,15,12,CD000575,4000,1,0,1000000,01,0,,,4,1,00,C,5202,1,1,0,0,32,30,00,02,A,330.0,1,24.0,ST000184,2457000.0
202204,20220414,21,12,CD000766,4000,1,0,10000000,06,0,,,5,1,00,C,5101,2,_,0,0,32,30,00,02,A,49.0,1,24.0,ST000653,1486000.0
202206,20220630,125,21,CD000652,0,1,0,5000000,09,0,,,3,1,00,C,8401,1,1,0,0,32,30,00,03,A,265.0,1,24.0,ST006581,1035000.0
202205,20220506,3,11,CD001539,9000,1,0,10000000,13,0,,,5,1,00,C,2501,2,1,0,0,32,30,00,03,A,6504.0,1,24.0,ST000204,2036000.0
202206,20220603,4,18,CD000190,8000,1,0,1000000,12,0,,,2,1,00,C,5202,2,1,0,0,31,30,00,02,A,51.0,1,24.0,ST000032,1511000.0
202205,20220506,3,16,CD000983,52000,1,0,5000000,16,0,,,5,1,00,C,5202,1,1,0,0,32,30,00,03,A,324.0,1,24.0,ST000395,1547000.0
202206,20220615,15,17,CD001862,30000,1,0,5000000,09,0,,,6,2,00,C,9101,2,2,0,1,32,30,05,02,A,49427.0,1,24.0,ST002135,3159508000.0
202204,20220402,4,20,CD000500,9000,1,0,10000000,12,0,,,4,2,00,C,5202,1,1,0,0,31,30,00,02,A,359.0,1,24.0,ST000033,2279000.0
202205,20220519,33,21,CD000665,8000,1,0,10000000,08,0,,,5,1,00,C,5201,2,1,0,0,32,30,00,02,A,33.0,1,24.0,ST000060,1007000.0
202204,20220409,29,12,CD000061,9000,2,0,0,09,0,,,9,_,00,Q,8121,2,2,0,0,31,30,_,03,A,55.0,4,0.0,ST002165,1447000.0
202206,20220616,27,20,CD000716,9000,1,0,5000000,07,0,,,6,1,00,C,5206,1,2,0,0,31,30,00,03,A,1389.0,1,24.0,ST003765,10675000.0
202206,20220610,9,12,CD001926,4000,1,0,0,08,0,,,4,1,10,Q,2105,1,1,0,0,30,30,_,01,A,37.0,1,0.0,ST000570,1171000.0
202204,20220410,23,13,CD000057,4000,2,0,0,02,0,,,9,_,00,Q,9606,2,2,0,0,32,2,_,03,A,6920.0,4,0.0,ST002013,341169000.0
202204,20220417,30,09,CD000338,4000,1,0,5000000,03,0,,,5,1,00,C,2307,1,_,0,0,32,30,00,02,A,1278.0,1,24.0,ST000514,1655000.0
202204,20220407,9,13,CD000854,18000,1,0,10000000,03,0,,,6,1,00,C,2102,1,1,0,0,33,30,00,03,A,52.0,1,24.0,ST003272,1435000.0
202204,20220420,74,12,CD000849,9000,1,0,1000000,01,0,,,5,1,00,C,5202,1,1,0,0,31,30,00,02,A,317.0,1,24.0,ST000184,1493000.0
