기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202307,20230718,48,12,CD000515,9000,2,0,0,06,0,,,9,_,00,C,5101,2,2,0,0,32,30,00,03,A,71.0,4,24.0,ST000486,1913000.0
202309,20230906,8,13,CD000504,100000,2,0,0,16,0,,,9,_,00,Q,2307,2,1,0,0,33,30,_,02,A,49.0,4,0.0,ST000940,1088000.0
202308,20230818,41,14,CD002041,9000,1,0,5000000,09,0,,,3,2,10,C,5201,2,2,0,0,32,30,00,02,A,337.0,1,24.0,ST000015,2130000.0
202309,20230908,9,14,CD001668,9000,1,0,1000000,03,0,,,3,2,00,C,7205,2,1,0,0,34,30,00,02,A,330.0,1,24.0,ST002473,1517000.0
202309,20230927,20,19,CD000403,8000,1,0,5000000,09,0,,,2,1,10,C,5201,2,_,0,0,32,30,00,02,A,345.0,1,24.0,ST000008,1499000.0
202307,20230712,10,13,CD002337,4000,2,0,0,13,0,,,9,_,00,C,6602,2,1,0,0,32,30,00,01,A,1281.0,5,24.0,ST001842,52704000.0
202309,20230902,2,12,CD000539,9000,1,0,5000000,02,0,,,4,1,00,C,5101,2,_,0,0,35,30,00,02,A,65.0,1,24.0,ST000189,1487000.0
202307,20230715,2,20,CD000605,9000,1,0,0,06,0,,,2,2,10,C,6302,2,2,0,0,33,30,00,03,A,40596.0,1,24.0,ST000076,381573000.0
202308,20230806,4,16,CD000698,4000,1,0,0,07,0,,,2,1,10,C,5202,1,2,0,0,32,30,00,03,A,1313.0,1,24.0,ST002006,10662000.0
202307,20230715,35,12,CD000014,20000,1,0,10000000,06,0,,,5,2,00,Q,8102,2,2,0,0,32,30,_,03,A,41.0,1,0.0,ST001398,1528000.0
202307,20230730,66,16,CD000187,9000,1,0,5000000,09,0,,,2,2,00,C,4402,2,1,0,0,32,30,00,01,A,304.0,1,24.0,ST000009,1504000.0
202308,20230830,80,17,CD002166,4000,1,0,5000000,09,0,,,6,2,00,C,2501,2,1,0,0,32,30,00,02,A,354.0,2,24.0,ST000304,2116000.0
202308,20230810,30,09,CD000504,30000,2,0,0,09,0,,,9,_,00,Q,9102,2,2,0,0,33,2,_,02,A,29.0,4,0.0,ST000129,905000.0
202309,20230926,16,21,CD000600,9000,1,0,1000000,15,0,,,6,1,00,C,5202,1,1,1,0,31,30,00,03,A,29.0,1,24.0,ST005016,1245000.0
202308,20230814,8,09,CD000711,4000,1,0,10000000,13,0,,,3,1,00,C,2501,2,1,0,0,35,30,00,02,A,360.0,1,24.0,ST000204,1958000.0
202309,20230927,24,16,CD000425,9000,1,0,5000000,03,0,,,4,1,00,C,2307,1,_,0,0,33,30,00,02,A,66.0,1,24.0,ST000514,1864000.0
202309,20230911,16,17,CD001020,9000,2,0,0,07,0,,,9,_,00,C,2105,2,1,0,0,31,30,00,02,A,1301.0,5,24.0,ST000435,1708000.0
202307,20230702,8,09,CD000544,4000,2,0,0,02,0,,,9,_,00,C,5201,2,2,0,0,32,30,00,02,A,344.0,4,24.0,ST000057,52644000.0
202309,20230928,62,18,CD000039,9000,1,0,10000000,16,0,,,5,1,00,C,2301,2,1,0,0,31,30,00,02,A,413.0,1,24.0,ST000442,2502000.0
202309,20230924,74,18,CD000238,9000,1,0,0,08,0,,,2,1,10,C,5201,2,1,0,0,32,30,00,03,A,1501.0,1,24.0,ST000060,1932000.0
202307,20230719,11,13,CD001460,8000,1,0,5000000,16,0,,,5,1,00,C,2105,2,1,0,0,32,30,00,05,A,55.0,1,24.0,ST000836,1610000.0
202309,20230923,7,13,CD002213,4000,1,0,0,10,0,,,3,2,00,C,4402,2,1,0,0,32,30,00,02,A,356.0,1,24.0,ST000232,1973000.0
202308,20230813,65,11,CD000151,52000,2,0,0,10,0,,,9,_,00,C,6601,2,1,0,0,32,30,00,03,A,34.0,4,24.0,ST000127,923000.0
202309,20230903,3,13,CD000458,8000,1,0,1000000,13,0,,,4,1,10,C,5206,2,1,0,0,32,30,00,03,A,1276.0,1,24.0,ST001448,10478000.0
202309,20230930,11,13,CD000402,9000,1,0,0,13,0,,,2,2,00,C,1301,2,1,0,0,33,30,00,02,A,57.0,1,24.0,ST001954,1877000.0
202307,20230713,9,15,CD000627,4000,1,0,10000000,03,0,,,2,1,00,C,2502,2,1,0,0,29,30,00,05,A,1256.0,1,24.0,ST000401,1507000.0
202307,20230717,4,14,CD000417,4000,1,0,1000000,03,0,,,4,2,00,C,5301,2,1,0,0,31,30,00,02,A,52.0,1,24.0,ST002871,1023000.0
202307,20230715,3,18,CD002142,4000,1,0,5000000,16,0,,,3,1,00,C,7204,2,1,0,0,32,30,00,01,A,397.0,1,24.0,ST003900,1923000.0
202308,20230816,2,10,CD000240,4000,1,0,5000000,13,0,,,3,1,00,C,2309,2,1,0,0,32,30,00,01,A,1278.0,1,24.0,ST000278,11416000.0
202307,20230705,11,11,CD001186,18000,1,0,5000000,02,0,,,4,2,00,C,5102,2,2,0,0,31,30,00,02,A,8049.0,1,24.0,ST000077,470982000.0
202308,20230830,21,15,CD002096,9000,1,0,1000000,14,0,,,3,1,00,C,2301,1,1,0,0,32,30,00,02,A,1474.0,1,24.0,ST000436,2210000.0
202307,20230728,6,13,CD001293,18000,1,0,5000000,02,0,,,7,2,00,C,5201,1,1,0,0,32,30,00,05,A,75.0,1,24.0,ST000004,2591000.0
202309,20230902,16,14,CD001013,9000,1,0,5000000,09,0,,,5,2,00,C,9102,3,2,0,0,32,30,00,05,A,36478.0,1,24.0,ST000483,4338919000.0
202309,20230920,44,18,CD000199,9000,1,0,1000000,07,0,,,3,2,00,C,2307,2,1,0,0,32,30,00,02,A,1343.0,1,24.0,ST000462,2290000.0
202308,20230817,44,16,CD000114,30000,1,0,10000000,14,0,,,6,2,00,C,5201,1,1,0,0,32,30,00,02,A,354.0,1,24.0,ST002030,1794000.0
202309,20230905,8,20,CD001408,100000,1,0,0,16,0,,,1,1,00,C,7204,2,1,0,0,32,30,00,03,A,342.0,1,24.0,ST003900,1479000.0
202307,20230722,62,16,CD000977,9000,1,0,5000000,01,0,,,6,2,00,C,6601,2,1,0,0,32,30,00,02,A,53.0,1,24.0,ST000191,1211000.0
202308,20230827,59,16,CD002041,9000,1,0,5000000,09,0,,,3,2,10,C,2103,2,1,0,0,32,30,00,02,A,349.0,1,24.0,ST000615,2153000.0
202309,20230915,13,11,CD001984,4000,1,0,10000000,05,0,,,5,1,00,C,2301,2,1,0,0,31,30,00,02,A,339.0,1,24.0,ST000244,1506000.0
202307,20230706,19,19,CD001150,9000,1,0,1000000,15,0,,,4,1,10,C,5202,2,1,0,0,32,30,00,03,A,321.0,1,24.0,ST000188,1665000.0
202307,20230722,55,09,CD000454,8000,1,0,10000000,02,0,,,3,1,00,C,5501,2,2,0,0,32,30,00,03,A,7274.0,1,24.0,ST000243,477562000.0
202309,20230917,28,20,CD000172,9000,1,0,5000000,09,0,,,2,2,00,C,5202,1,_,0,0,32,30,00,04,A,324.0,1,24.0,ST000200,1544000.0
202309,20230911,12,18,CD002332,8000,1,0,1000000,09,0,,,6,1,00,Q,2305,1,2,0,0,33,30,_,03,A,48.0,1,0.0,ST001077,1603000.0
202309,20230926,92,13,CD000449,32000,2,0,0,14,0,,,9,_,00,Q,6306,2,2,0,0,32,30,_,03,A,48.0,4,0.0,ST000023,1217000.0
202308,20230830,83,20,CD000518,4000,1,0,10000000,14,0,,,2,1,00,Q,5104,3,2,0,0,33,30,_,03,A,24.0,1,0.0,ST000822,498000.0
202307,20230716,30,14,CD001774,8000,1,0,5000000,02,0,,,3,1,10,C,8101,1,2,0,0,32,30,00,03,A,381.0,1,24.0,ST002951,1980000.0
202307,20230726,12,12,CD000236,4000,1,0,5000000,02,0,,,5,1,00,Q,5202,2,1,0,0,33,30,_,03,A,35.0,1,0.0,ST000011,781000.0
202309,20230929,23,17,CD000884,9000,1,0,5000000,02,0,,,5,1,10,C,4101,2,1,0,0,32,30,00,03,A,55.0,1,24.0,ST000301,1018000.0
202309,20230920,54,11,CD001863,4000,1,0,1000000,02,0,,,5,1,00,C,2105,2,2,0,0,31,30,00,05,A,1179.0,1,24.0,ST000537,52807000.0
202308,20230812,17,15,CD000851,98000,1,0,10000000,14,0,,,4,2,00,C,6306,2,2,0,0,32,30,00,02,A,70.0,1,24.0,ST000023,1643000.0
202309,20230921,32,18,CD001756,8000,1,0,5000000,02,0,,,2,2,10,C,2502,2,_,0,0,32,30,00,02,A,403.0,1,24.0,ST000472,1704000.0
