기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202102,20210207,2,09,CD001231,8000,1,0,10000000,13,0,,,4,1,00,C,2307,2,1,0,0,32,30,00,02,A,48.0,1,24.0,ST001180,1350000.0
202102,20210219,17,17,CD000104,19000,1,0,0,13,0,,,2,2,00,C,4402,2,1,0,0,33,30,00,02,A,55.0,1,24.0,ST000266,1894000.0
202101,20210111,8,12,CD000965,8000,1,0,5000000,09,0,,,5,2,00,C,5101,2,_,0,0,32,30,00,01,A,53.0,1,24.0,ST000375,1575000.0
202103,20210328,58,16,CD000424,4000,1,0,0,09,0,,,5,2,10,C,2502,1,1,0,0,34,30,00,03,A,377.0,1,24.0,ST000019,1990000.0
202103,20210305,8,13,CD000059,8000,1,0,10000000,02,0,,,3,1,00,C,9201,3,2,0,0,32,30,00,02,A,43247.0,1,24.0,ST001320,1247000.0
202102,20210216,20,22,CD000972,8000,1,0,10000000,09,0,,,6,2,00,C,5101,2,_,0,0,31,30,00,02,A,1376.0,1,24.0,ST000375,12175000.0
202101,20210109,18,20,CD000581,9000,1,0,1000000,09,0,,,5,2,00,C,5202,2,_,0,0,31,30,00,02,A,440.0,1,24.0,ST000154,2384000.0
202102,20210216,40,14,CD000805,9000,1,0,5000000,06,0,,,4,1,00,C,5101,2,_,0,0,32,30,00,01,A,1265.0,1,24.0,ST000653,1520000.0
202102,20210217,61,12,CD000652,4000,1,0,1000000,08,0,,,3,1,00,C,6502,2,1,0,0,30,30,00,03,A,53.0,1,24.0,ST001607,1303000.0
202103,20210313,3,12,CD000899,56000,1,0,10000000,09,0,,,4,2,00,C,3501,1,2,0,0,31,30,00,05,A,9128.0,1,24.0,ST004142,603158000.0
