기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202208,20220805,15,20,CD000300,52000,2,0,0,09,0,,,9,_,00,C,6701,2,1,0,0,32,30,00,03,A,57.0,5,24.0,ST001606,1744000.0
202207,20220711,15,11,CD000579,4000,1,0,10000000,05,0,,,3,1,00,C,2301,2,2,0,0,32,30,00,02,A,341.0,1,24.0,ST000358,1691000.0
202208,20220816,15,13,CD001051,9000,1,0,5000000,09,0,,,3,2,00,C,6303,3,2,0,0,38,30,05,05,A,54.0,1,24.0,ST000718,1248000.0
202209,20220928,32,12,CD001986,18000,1,0,5000000,05,0,,,5,2,00,C,2301,2,1,0,0,31,30,00,02,A,376.0,1,24.0,ST000244,1536000.0
202207,20220723,43,13,CD001058,9000,1,0,0,10,0,,,5,2,10,C,4402,1,1,0,0,34,30,00,01,A,329.0,1,24.0,ST001307,1726000.0
202209,20220928,74,22,CD000194,8000,1,0,5000000,09,0,,,3,2,10,C,5202,2,1,0,0,32,30,00,02,A,352.0,1,24.0,ST000001,2037000.0
202207,20220713,23,19,CD000341,1390000,1,0,10000000,14,1,03,"최근 거래 패턴에 비해 결제 금액이 급격히 증가하였고, 신규 가맹점에서 이루어진 거래로, 카드 위변조 이상거래 의심
최근 사용한 금액이 100만원 이상 증가한 고객이 신규 가맹점에서 국내 일시불로 결제",5,1,00,C,5104,2,2,0,0,32,30,00,02,A,1254.0,1,24.0,ST000261,53932000.0
202207,20220715,8,15,CD000483,9000,1,0,0,14,0,,,4,1,00,C,6602,2,1,0,0,32,30,00,05,A,1603.0,1,24.0,ST004570,562152000.0
202207,20220728,67,12,CD001894,4000,1,0,1000000,02,0,,,3,1,00,C,2502,2,1,0,0,32,30,00,03,A,381.0,1,24.0,ST000130,1887000.0
202209,20220903,6,09,CD001424,8000,1,0,5000000,09,1,05,"특정 업종의 법인 가맹점에서 전원 매출 규모가 비정상적으로 높은 상황임에도 불구하고 일시불 거래가 발생하여, 전자상거래(허위매출 또는 매출 부풀리기) 이상 거래 의심
해당월 거래 건수는 6건이며, 4인 고객이 09시에 전월 매출 746445.0건인 PG일반(비인증) 업종의 가맹점에서 MASTER 카드를 사용해 일시불로 결제했습니다. 가맹점은 2이며, 상태는 정상, 형태는 일반신용판매이 아닌 0 거래였습니다. 또한 할부 가능 개월 수는 24.0개월입니다.",4,1,00,C,5507,3,2,0,0,31,30,00,02,A,746445.0,1,24.0,ST000080,15319849000.0
