기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202404,20240413,3,11,CD000658,19000,1,0,10000000,09,0,,,1,2,00,C,5503,2,2,0,0,31,30,_,02,A,45493.0,1,30.0,ST000006,371294000.0
202405,20240518,29,13,CD002449,18000,1,0,10000000,13,0,,,7,2,00,C,5206,1,1,0,0,33,30,00,02,A,41.0,1,24.0,ST000103,1224000.0
202405,20240517,53,14,CD000327,20000,1,0,10000000,17,0,,,4,1,00,C,4209,2,1,0,0,33,30,_,04,A,39.0,1,24.0,ST004000,845000.0
202405,20240516,7,20,CD001689,4000,1,0,10000000,06,0,,,2,1,00,C,5202,1,1,0,0,32,30,00,03,A,56.0,1,24.0,ST000215,1309000.0
202405,20240528,45,16,CD002189,9000,1,0,0,04,0,,,4,1,00,C,5201,2,1,0,0,32,30,00,01,A,382.0,1,24.0,ST000146,1857000.0
202406,20240629,68,17,CD000849,8000,1,0,5000000,03,0,,,5,1,00,C,5202,1,1,0,0,32,30,00,02,A,334.0,1,24.0,ST000473,1799000.0
202404,20240427,17,11,CD000910,20000,1,0,1000000,15,0,,,3,1,00,C,2102,2,1,0,0,32,30,00,03,A,63.0,1,24.0,ST000524,1769000.0
202405,20240518,55,16,CD001946,8000,1,0,0,08,0,,,3,1,10,C,4201,1,1,0,0,32,30,00,02,A,319.0,1,24.0,ST002487,327183000.0
202406,20240612,38,12,CD002166,4000,1,0,10000000,09,0,,,6,2,00,C,2502,1,1,0,0,31,30,00,02,A,346.0,2,24.0,ST000019,1879000.0
202404,20240420,46,18,CD000191,4000,1,0,0,09,0,,,2,2,10,C,5507,2,2,0,0,34,30,00,03,A,42311.0,1,24.0,ST000056,2902639000.0
202404,20240424,35,08,CD001174,1000,1,0,5000000,09,0,,,4,2,00,C,5507,2,2,0,0,32,30,00,02,A,145470.0,1,24.0,ST000056,1773000.0
202405,20240507,19,12,CD000405,8000,1,1,5000000,,0,,,3,2,00,C,3641,2,,,,32,30,00,02,A,340.0,1,24.0,ST011136,1725000.0
202406,20240620,9,15,CD001069,105000,2,1,0,,0,,,9,_,60,O,7311,2,,,,32,,,03,_,,4,,ST000355,
