기준년월,승인일자,승인SEQ,승인시간대,카드KEY,통합승인금액,개인법인구분코드_회원,국내해외여부,카드이용한도금액,가맹점광역시도코드,이상거래여부,이상거래유형,이상거래설명,연령,남녀구분코드,승인거래코드,승인발생경로코드,가맹점승인업종코드,가맹점누적매출금액_구간화,개인법인구분코드_가맹점,가맹점여부_신규,인터넷판매여부,경과일수_최종이용일자,가맹점상태코드,가맹점형태구분코드,로고구분코드,일시불할부구분코드,전월_매출건수,카드구분코드,할부가능개월수,가맹점KEY,전월_매출금액
202305,20230501,1,09,CD002222,19000,1,0,10000000,09,0,,,4,2,00,C,5502,2,2,0,0,32,30,05,03,A,42272.0,1,24.0,ST000754,3693014000.0
202305,20230506,19,12,CD001167,8000,1,0,5000000,11,0,,,2,1,00,C,4402,1,1,0,0,33,30,00,02,A,308.0,1,24.0,ST000819,2240000.0
202306,20230626,22,09,CD000487,1717000,2,0,0,02,0,,,9,_,00,C,5503,3,2,0,0,32,30,05,01,A,40293.0,4,24.0,ST000123,26226611000.0
202306,20230626,69,21,CD000866,95000,2,0,0,09,0,,,9,_,00,C,6601,2,2,0,0,32,30,00,03,A,5094.0,5,24.0,ST000264,311724000.0
202305,20230503,2,09,CD002313,4000,1,0,10000000,09,0,,,5,1,00,C,4402,2,1,0,0,32,30,00,03,A,56.0,1,24.0,ST000009,1995000.0
202304,20230421,63,12,CD000515,4000,2,0,0,06,0,,,9,_,00,C,2301,1,1,0,0,32,30,00,03,A,58.0,4,24.0,ST000177,1418000.0
202304,20230410,21,19,CD000469,4000,1,0,0,07,0,,,2,2,10,C,5201,2,1,0,0,32,30,00,02,A,1421.0,1,24.0,ST000173,11363000.0
202305,20230511,38,18,CD000423,53000,1,0,10000000,14,0,,,2,2,00,C,2301,1,1,0,0,32,30,00,03,A,60.0,1,24.0,ST000436,1826000.0
202304,20230405,8,13,CD001105,9000,1,0,10000000,02,0,,,2,1,00,Q,5503,2,2,0,0,35,2,_,03,A,44169.0,1,0.0,ST000134,296143000.0
202306,20230605,2,18,CD002063,9000,1,0,5000000,06,0,,,5,1,00,C,5101,2,_,0,0,39,30,00,02,A,52.0,1,24.0,ST000653,1722000.0
202306,20230607,22,19,CD001150,7000,1,0,1000000,15,0,,,4,1,10,C,4201,2,1,0,0,32,30,00,03,A,52.0,1,24.0,ST000017,1434000.0
202306,20230626,59,20,CD002229,9000,1,0,0,08,0,,,2,1,00,C,5202,2,1,1,0,34,30,00,01,A,346.0,1,24.0,ST002374,1852000.0
202304,20230418,27,11,CD000702,9000,1,0,5000000,15,0,,,4,1,00,C,3504,2,1,0,0,32,30,00,03,A,52.0,1,24.0,ST003082,1668000.0
202304,20230425,19,13,CD001458,4000,1,0,10000000,02,0,,,4,1,00,C,7204,1,1,0,0,32,30,00,05,A,1237.0,1,24.0,ST010238,1515000.0
202306,20230628,6,14,CD000577,18000,1,0,5000000,09,0,,,4,1,00,C,5507,3,_,0,0,31,30,00,02,A,314545.0,1,24.0,ST000034,3899384000.0
202304,20230413,42,20,CD001947,9000,1,0,10000000,02,0,,,6,2,00,C,5507,2,2,0,0,30,30,00,03,A,45776.0,1,24.0,ST000579,325949000.0
202306,20230617,48,21,CD002093,4000,1,0,10000000,05,0,,,4,1,00,C,2301,2,2,0,0,33,30,00,02,A,1336.0,1,24.0,ST000358,10207000.0
202305,20230525,73,12,CD000766,9000,1,0,10000000,06,0,,,5,1,00,C,2105,2,1,0,0,32,30,00,02,A,61.0,1,24.0,ST001721,1591000.0
202306,20230623,3,14,CD000369,31000,2,0,0,02,0,,,9,_,00,C,5503,3,2,0,0,32,30,05,03,A,1655431.0,5,24.0,ST000123,53232180000.0
202306,20230607,14,15,CD000559,106000,1,0,5000000,14,0,,,5,2,00,C,2305,2,1,0,0,32,30,00,03,A,55.0,1,24.0,ST000248,1657000.0
202306,20230627,71,15,CD000578,52000,1,0,5000000,12,0,,,5,1,00,C,5202,2,1,0,0,33,30,00,03,A,50.0,1,24.0,ST000032,1413000.0
202306,20230623,4,12,CD000298,9000,1,0,0,07,0,,,4,1,10,C,2105,2,1,0,0,32,30,00,02,A,1182.0,1,24.0,ST000435,52966000.0
202304,20230425,42,14,CD000366,4000,1,0,1000000,11,0,,,2,2,00,C,1401,2,1,0,0,32,30,00,03,A,9004.0,1,24.0,ST000771,469671000.0
202306,20230605,42,11,CD000652,4000,1,0,5000000,09,0,,,3,1,00,C,5503,2,2,0,0,31,30,05,03,A,42588.0,1,30.0,ST000006,338376000.0
202305,20230519,28,11,CD000924,4000,1,0,5000000,16,0,,,2,2,00,C,4211,2,2,0,0,32,30,00,02,A,1353.0,1,24.0,ST002349,9736000.0
202304,20230403,7,13,CD002261,4000,1,0,10000000,10,0,,,6,1,00,C,6601,2,1,0,0,32,30,00,02,A,8582.0,1,24.0,ST000127,4044764000.0
202305,20230513,32,11,CD000447,8000,1,0,0,09,0,,,3,2,00,C,5201,1,2,0,0,32,30,00,02,A,391.0,1,24.0,ST001326,2318000.0
202306,20230624,46,16,CD000321,9000,1,0,5000000,02,0,,,4,1,00,C,5501,2,2,0,0,32,30,00,03,A,1539578.0,1,24.0,ST000243,413826000.0
202304,20230429,63,15,CD000306,9000,1,0,1000000,09,0,,,4,1,00,C,2103,2,1,0,0,32,30,00,02,A,61.0,1,24.0,ST000615,1932000.0
202306,20230614,39,20,CD002093,9000,1,0,10000000,05,0,,,4,1,00,C,5102,2,_,0,0,33,30,00,02,A,1425.0,1,24.0,ST000637,10929000.0
202306,20230609,21,17,CD000664,50000,2,0,0,05,0,,,9,_,00,C,5201,2,1,0,0,31,30,00,03,A,35.0,4,24.0,ST000114,1137000.0
202306,20230612,69,16,CD000733,8000,1,0,5000000,09,0,,,2,2,00,C,2501,1,1,0,0,35,30,00,03,A,334.0,1,24.0,ST000003,1867000.0
202305,20230530,46,11,CD000571,9000,1,0,5000000,15,0,,,3,1,00,C,2502,2,2,0,0,32,30,00,02,A,1279.0,1,24.0,ST000858,56100000.0
202306,20230604,6,18,CD000175,9000,1,0,5000000,02,0,,,4,2,00,C,5101,3,2,0,0,31,30,00,03,A,8750.0,1,24.0,ST001608,432329000.0
202304,20230406,8,16,CD000341,4000,1,0,5000000,01,0,,,5,1,00,C,5202,1,1,0,0,32,30,00,02,A,48.0,1,24.0,ST000184,1160000.0
202306,20230614,24,12,CD002054,9000,1,0,5000000,16,0,,,3,1,00,C,2501,2,1,0,0,32,30,00,04,A,49.0,1,24.0,ST000659,1685000.0
202305,20230522,87,12,CD002058,51000,1,0,10000000,03,0,,,3,1,00,C,5202,2,1,0,0,31,30,00,03,A,324.0,1,24.0,ST000045,1152000.0
202306,20230604,28,18,CD000472,9000,1,0,10000000,02,0,,,4,2,00,C,4214,2,1,0,0,32,30,00,03,A,1675647.0,1,24.0,ST002007,583024000.0
202304,20230403,3,16,CD001644,8000,1,0,5000000,01,0,,,4,2,00,C,2104,2,2,0,0,33,30,00,05,A,53.0,1,24.0,ST001739,1830000.0
